3026141,Châtellerault,FR,France,37210,Europe/Paris,"46.81705, 0.54518"
2968482,Villepinte,FR,France,37114,Europe/Paris,"48.96203, 2.53253"
3029030,Cambrai,FR,France,36492,Europe/Paris,"50.17596, 3.23472"
2986501,Poissy,FR,France,36431,Europe/Paris,"48.92902, 2.04952"
3023924,Conflans-Sainte-Honorine,FR,France,36358,Europe/Paris,"49.00158, 2.09694"
2992771,Mont-de-Marsan,FR,France,36205,Europe/Paris,"43.89022, -0.49713"
2986930,Plaisir,FR,France,36121,Europe/Paris,"48.82319, 1.9541"
6543970,Lyon 04,FR,France,36064,Europe/Paris,"45.77507, 4.82712"
7284888,Marseille 07,FR,France,35981,Europe/Paris,"43.28289, 5.36021"
2995750,Marignane,FR,France,35873,Europe/Paris,"43.41727, 5.21462"
3021411,Dieppe,FR,France,35707,Europe/Paris,"49.9216, 1.07772"
2992703,Montélimar,FR,France,35637,Europe/Paris,"44.55468, 4.75469"
2971874,Tremblay-en-France,FR,France,35591,Europe/Paris,"48.94956, 2.5684"
3025055,Choisy-le-Roi,FR,France,35590,Europe/Paris,"48.76846, 2.41874"
2978317,Saint-Martin-d'Hères,FR,France,35528,Europe/Paris,"45.1787, 5.76281"
2996882,Mâcon,FR,France,35484,Europe/Paris,"46.31407, 4.82823"
2983011,Romans-sur-Isère,FR,France,35002,Europe/Paris,"45.0496, 5.06602"
2977246,Saint-Raphaël,FR,France,34918,Europe/Paris,"43.42332, 6.7735"
3024195,Pontault-Combault,FR,France,34798,Europe/Paris,"48.79813, 2.60676"
2974427,Six-Fours-les-Plages,FR,France,34779,Europe/Paris,"43.09174, 5.82465"
2987967,Périgueux,FR,France,34770,Europe/Paris,"45.18691, 0.71439"
3036016,Aurillac,FR,France,34724,Europe/Paris,"44.92539, 2.43983"
2990612,Neuilly-sur-Marne,FR,France,34465,Europe/Paris,"48.85373, 2.54903"
2998431,Liévin,FR,France,34370,Europe/Paris,"50.4198, 2.78068"
3038634,Agen,FR,France,34367,Europe/Paris,"44.20199, 0.62055"
3017341,Franconville,FR,France,34284,Europe/Paris,"48.98333, 2.23333"
2980558,Sainte-Geneviève-des-Bois,FR,France,33689,Europe/Paris,"48.64682, 2.31965"
2995150,Maubeuge,FR,France,33684,Europe/Paris,"50.27875, 3.97267"
3035403,Bagnolet,FR,France,33504,Europe/Paris,"48.86667, 2.41667"
2975758,Saumur,FR,France,33229,Europe/Paris,"47.25931, -0.07808"
3032797,Biarritz,FR,France,33188,Europe/Paris,"43.48055, -1.55684"
3010025,La Ciotat,FR,France,33113,Europe/Paris,"43.17476, 5.60449"
3020495,Échirolles,FR,France,33088,Europe/Paris,"45.14603, 5.71441"
2968748,Villefranche-sur-Saône,FR,France,32994,Europe/Paris,"45.98967, 4.71961"
3026108,Châtenay-Malabry,FR,France,32715,Europe/Paris,"48.76507, 2.26655"
2973841,Stains,FR,France,32601,Europe/Paris,"48.95, 2.38333"
3026083,Châtillon,FR,France,32383,Europe/Paris,"48.8024, 2.29346"
2969284,Vienne,FR,France,32293,Europe/Paris,"45.52569, 4.87484"
2975446,Schiltigheim,FR,France,32289,Europe/Paris,"48.60749, 7.74931"
3000192,Les Mureaux,FR,France,32134,Europe/Paris,"48.99173, 1.90972"
3002965,Le Perreux-sur-Marne,FR,France,32015,Europe/Paris,"48.85, 2.5"
3014143,Guyancourt,FR,France,31989,Europe/Paris,"48.77334, 2.07393"
2988758,Palaiseau,FR,France,31987,Europe/Paris,"48.71828, 2.2498"
2980816,Saint-Dizier,FR,France,31918,Europe/Paris,"48.63773, 4.94892"
3022610,Creil,FR,France,31863,Europe/Paris,"49.25672, 2.48477"
2970797,Vandœuvre-lès-Nancy,FR,France,31785,Europe/Paris,"48.66115, 6.17114"
2972742,Thonon-les-Bains,FR,France,31684,Europe/Paris,"46.37049, 6.47985"
3033002,Béthune,FR,France,31568,Europe/Paris,"50.52965, 2.64003"
3024223,Colomiers,FR,France,31363,Europe/Paris,"43.61058, 1.33467"
6543968,Lyon 02,FR,France,31303,Europe/Paris,"45.75423, 4.83089"
2990265,Nogent-sur-Marne,FR,France,31236,Europe/Paris,"48.83669, 2.48255"
3036460,Athis-Mons,FR,France,31225,Europe/Paris,"48.70522, 2.39147"
2967917,Viry-Châtillon,FR,France,31131,Europe/Paris,"48.67211, 2.39318"
